"URL","impact","Title","Visitors","Views","Engaged_minutes","New_vis.","Returning_vis.","Avg._views_new_vis.","Avg._views_ret._vis.","Avg._minutes_new_vis.","Avg._minutes_ret._vis.","Desktop_views","Mobile_views","Tablet_views","Search_refs","Internal_refs","Other_refs","Direct_refs","Fb_refs","Tw_refs","Fb_interactions","Tw_interactions","readability","grade_level","smog_index","total_words","total_sentences","neg1","neg2","neg3","neg4","neg5","pos1","pos2","pos3","pos4","pos5","Other_Social_ref","Li_ref","Pi_ref","Other_int","Li_int","Pi_int","Impact"
"https://www.huffingtonpost.com/entry/taxbreak-addition-needed-for-votes-cornyn_us_5a3708d8e4b0ff955ad42cb4",1,"New Deduction Expected To Benefit GOP Leaders Was Needed For Votes: Cornyn",44162,89829,52890,7272,35039,1.102,1.134,1.045,1.296,61710,22682,5437,468,36236,1029,42206,2791,318,3949,105,62.38,8.9,11.9,552,32,0.2142857,0.2142857,0,0,0,0.1428571,0.4285714,0,0,0,71,"0","0",13,"1","1","Y"
"http://www.huffingtonpost.com/entry/gop-health-care-fail-what-next_us_596e8645e4b0a03aba85ab66",1,"The GOP Health Care Plan Is About To Fail. Republicans Don't Know What To Do Next.",82213,89695,143489,10545,70450,1.106,1.098,1.541,1.819,47178,31859,10658,525,76543,390,2541,400,1457,1533,51,63.29,8.5,11.7,1065,65,0.05263158,0.3684211,0.02631579,0.02631579,0,0.2631579,0.2631579,0,0,0,7,"0","0",1,"1","0","Y"
"http://www.huffingtonpost.com/entry/walmart-trump-charlottesville_us_599346ace4b04b193360e153",0,"Walmart CEO Slams Trump Over Charlottesville Response, But Remains In Advisory Role",83452,89571,75250,12087,62544,1.09,1.071,1.007,1.004,47644,35571,6356,9095,54160,2401,14324,1746,188,2197,86,46.2,13,14.6,672,27,0.195122,0.3658537,0.1463415,0,0,0.02439024,0.2195122,0.04878049,0,0,10,"1","1",27,"1","1","N"
"http://www.huffingtonpost.com/entry/donald-trump-jr-sean-hannity_us_59651259e4b03f144e2e744f",0,"Donald Trump Jr. Maintains He Didn't Tell His Father About Meeting With Russian Lawyer",83543,89523,72072,10997,61579,1.042,1.085,0.922,1.012,36357,43242,9924,1673,62695,399,4336,12041,950,21500,123,66.33,7.3,10,578,43,0.1428571,0.2142857,0.1428571,0,0,0.1428571,0.1428571,0.2142857,0,0,18,"0","0",3,"0","1","N"
"https://www.huffingtonpost.com/entry/murkowski-arctic-wildlife-refuge-drilling_us_5a03c13ee4b0937b510f8685",1,"Lisa Murkowski Introduces Bill To Open Arctic Wildlife Refuge To Oil Drilling",85150,89473,73134,14324,54521,1.066,1.052,0.926,1.108,38635,44064,6774,5782,39975,10745,4194,15696,2071,52378,401,59.94,9.8,12.4,808,41,0.1923077,0.1153846,0.1153846,0,0,0.3076923,0.2307692,0.03846154,0,0,162,"1","1",84,"1","1","Y"
"https://www.huffingtonpost.com/entry/chris-murphy-gun-control-texas_us_59ffd1bae4b0baea2632bc06",0,"Chris Murphy's Must-Read Plea Becomes A Rallying Cry For Gun Control",81918,89383,52684,9551,43315,1.043,1.13,0.917,1.026,27670,52519,9194,2353,31638,1042,9162,35591,473,36690,58,56.96,8.9,11.7,172,12,0.25,0.375,0.125,0,0,0,0.25,0,0,0,19,"0","1",35,"1","1","N"
"http://www.huffingtonpost.com/entry/donald-trump-stern-magazine-cover-sieg-heil_us_599e758be4b05710aa59bc43",0,"German Magazine Cover Depicts Donald Trump Doing Nazi Salute",78591,89376,58362,14349,40015,1.103,1.123,0.954,1.094,37167,44675,7534,10337,35910,2989,6403,24792,2775,34004,262,58.21,10.5,12.2,171,8,0.1666667,0.5,0.1666667,0,0,0.1666667,0,0,0,0,188,"1","1",619,"1","1","N"
"https://www.huffingtonpost.com/entry/advertisers-sean-hannity-roy-moore-coverage_us_5a0b6582e4b00a6eece4f0aa",1,"Even More Advertisers Are Dropping Sean Hannity Over His Roy Moore Coverage",83065,89244,97755,15306,50387,1.113,1.057,1.396,1.518,37387,40790,11067,9995,45482,8889,5382,6108,5644,11296,136,41.19,12.9,14.5,581,27,0.173913,0.2608696,0.2173913,0,0,0.173913,0.173913,0,0,0,735,"0","1",6,"1","1","Y"
"https://www.huffingtonpost.com/entry/papa-johns-official-pizza-of-the-alt-right_us_59fb5b64e4b0415a420a5975",1,"Why The Alt-Right Now Loves Papa John's",85153,89064,61571,16433,25447,1.037,1.104,1.314,1.58,23090,60739,5235,10386,11953,8664,5595,36092,10434,17611,2516,56.18,11.2,12.5,655,28,0.05882353,0.3823529,0.2352941,0,0,0.08823529,0.2058824,0,0.02941176,0,108,"1","1",39,"1","1","Y"
"http://www.huffingtonpost.com/entry/republicans-obamacare-repeal-skinny-bill_us_597a6d5ee4b0da64e8780029",1,"Republicans' Risky New Idea: Vote For Awful Repeal Bill And Hope Others Fix It",81546,88886,70389,10281,66795,1.044,1.088,0.833,0.925,40349,38507,10030,1801,72440,864,2763,3850,860,3884,98,59.74,9.9,11.5,778,39,0,0.2,0.03333333,0,0,0.4333333,0.3333333,0,0,0,64,"0","1",14,"0","1","Y"
"https://www.huffingtonpost.com/entry/trump-tweet-obstructionof-justice_us_5a232a53e4b03350e0b7295b",1,"Experts Say Trump Tweet Provides Ammo For Obstruction of Justice Case",81560,88678,93206,11280,34229,1.077,1.108,1.714,2.087,21860,57430,9388,2082,26314,5762,4978,42652,2030,10036,276,62.07,9,12.1,546,31,0.2647059,0.2352941,0.02941176,0,0,0.1470588,0.3235294,0,0,0,18,"0","1",6,"0","1","Y"
"https://www.huffingtonpost.com/entry/trump-lift-ban-elephant-trophies_us_5a0cb765e4b0c0b2f2f78878",1,"Trump To Lift Ban On Import Of Elephant Trophies From 2 African Nations",80608,88635,64600,13179,30885,1.059,1.103,1.432,1.471,28661,54348,5626,7981,25138,2898,6099,41359,568,164455,145,49.45,11.8,13.8,673,31,0.1612903,0.1290323,0.1290323,0,0,0.2903226,0.2903226,0,0,0,26,"0","1",198,"1","1","Y"
"http://www.huffingtonpost.com/entry/democrats-retake-house-drama_us_59839164e4b041356ebed22f",1,"Democrats Could Take Back The House. Will They Screw It Up?",78603,88535,106184,10988,66301,1.081,1.14,1.22,1.424,50402,31449,6684,1445,66744,4359,5626,1244,1004,2857,56,48.84,12,13.7,2944,132,0.1729323,0.1428571,0.1052632,0.007518797,0,0.1503759,0.3308271,0.05263158,0.03759398,0,4,"0","0",0,"0","0","Y"
"http://www.huffingtonpost.com/entry/kellyanne-conway-republicans-isis-obamacare_us_5981f0b9e4b02b36343f8607",0,"Kellyanne Conway Wonders Why GOP Can't Do 'Simple Things' Like Defeat ISIS And Replace Obamacare",78788,88523,62991,8070,39592,1.083,1.108,1.096,1.38,30128,50044,8351,20048,35656,3443,6788,15613,955,4362,55,46.61,12.8,13.8,294,12,0.07692308,0.07692308,0,0,0,0.3846154,0.3846154,0.07692308,0,0,144,"0","1",0,"0","0","N"
"http://www.huffingtonpost.com/entry/steven-seagal-nfl-protests_us_59cb8453e4b05063fe0dedb1",0,"Action-Movie Star Steven Seagal Believes In Free Speech, But Not 'Disgusting' NFL Protests",81776,88374,64261,11396,45671,1.06,1.103,1.082,1.152,38842,45027,4505,3335,45178,2582,4405,26839,1011,28572,147,55.78,11.4,12.3,214,9,0.1538462,0.3846154,0.07692308,0,0,0.3076923,0.07692308,0,0,0,83,"1","1",26,"1","1","N"
"https://www.huffingtonpost.com/entry/trump-puerto-rico-hurricane-maria_us_59e8d8abe4b0aa3f77dc5f5f",0,"Trump Gives Himself 'A 10' Out Of 10 On His Response To Puerto Rico",78709,88336,65296,9708,59505,1.083,1.09,0.937,0.931,45596,36460,6280,2822,60054,751,2589,12581,1406,27299,226,65.73,7.6,10.4,295,21,0,0,0.7777778,0,0,0.1111111,0.1111111,0,0,0,49,"0","1",122,"0","1","N"
"https://www.huffingtonpost.com/entry/sean-spicer-donald-trump-jr-eeting_us_596d0765e4b0b95f893d4e5e",1,"Sean Spicer Still Insists Donald Trump Jr. Meeting Was About Adoptions",81211,88330,84615,10781,55721,1.071,1.111,1.046,1.305,41751,38291,8288,10757,56460,1420,5029,6772,1074,8286,79,63.59,8.4,11.2,500,31,0.1538462,0.3076923,0.07692308,0,0,0.1538462,0.1538462,0.1538462,0,0,73,"0","0",4,"1","0","Y"
"https://www.huffingtonpost.com/entry/rachel-maddow-jeff-sessions-replacement_us_59fd4339e4b0c9652fff79b4",0,"Rachel Maddow Wonders: Would We Really Be Better Off Without Jeff Sessions?",77771,88274,58571,21837,53427,1.082,1.131,0.718,0.785,21791,55143,11340,22002,47007,3583,6345,3702,679,2134,46,57.5,10.7,12.8,331,15,0.25,0.1875,0.375,0,0,0.125,0.0625,0,0,0,1,"0","1",10,"0","1","N"
"https://www.huffingtonpost.com/entry/kelly-ignoring-trump-tweets_us_5a08f5bce4b01d21c83f690f",0,"John Kelly's Solution For Trump Tweets: Ignore Them",80865,88244,93463,12954,65527,1.058,1.1,1.004,1.222,46185,31558,10501,2918,66592,2114,4850,2701,505,3584,132,62.07,9,11.2,282,16,0,0.625,0.125,0,0,0.125,0.125,0,0,0,28,"1","1",23,"1","1","N"
"https://www.huffingtonpost.com/entry/scott-lloyd-blocked-abortion-memo_us_5a3c1f45e4b06d1621b30381",1,"Trump Official Blocked Immigrant Teen Rape Victim's Abortion Because He Personally Opposed It",75385,88185,57497,13309,43178,1.065,1.145,0.821,1.067,32643,47398,8144,1996,31212,12354,7536,13981,7255,7281,1110,54.86,11.7,13.7,939,38,0.1206897,0.2241379,0.3275862,0.137931,0,0.0862069,0.1034483,0,0,0,71,"1","1",57,"1","1","Y"
"http://www.huffingtonpost.com/entry/bill-clinton-takes-cheeky-photo-between-two-bushes_us_5968e74ae4b03389bb16e699",0,"Bill Clinton Takes Cheeky Photo Between Two Bushes",82247,88024,30876,7765,21095,1.041,1.126,0.869,1.13,13075,69009,5940,1329,14752,622,4357,63123,287,84554,36,65.01,7.8,10.1,294,20,0.1,0.2,0,0,0,0.2,0.3,0.1,0.1,0,1,"0","0",9,"0","1","N"
"http://www.huffingtonpost.com/entry/john-mccain-health-care-vote_us_59786066e4b0a8a40e83d75b",0,"John McCain Defends Health Care Vote As 'The Right Thing To Do'",77083,87871,69523,11741,52247,1.086,1.115,1.034,1.061,28229,49945,9697,3268,57656,1157,4861,11355,3816,18151,65,47.93,12.3,13.4,325,14,0.1333333,0.3333333,0.06666667,0,0,0.06666667,0.4,0,0,0,28,"1","1",19,"1","1","N"
"https://www.huffingtonpost.com/entry/interior-department-ryan-zinke-flags-stuffed-animals_us_5a0369d7e4b0937b510f5554",0,"Interior Decorator: Zinke’s Push To Redesign Flags And Accessorize With Dead Animals",83945,87819,149444,13870,55161,1.055,1.072,1.954,2.215,40993,35547,11279,2990,50134,3227,5553,12087,4896,6255,118,59.43,10,12.5,1794,89,0.0952381,0.0952381,0.02380952,0,0,0.3095238,0.3333333,0.1428571,0,0,221,"1","1",10,"1","1","N"
"https://www.huffingtonpost.com/entry/al-franken-apology-crossed-line_us_5a1681e6e4b064948072f2c4",1,"Al Franken Issues Another Apology: 'I Crossed A Line'",77981,87738,64681,11606,55539,1.051,1.142,0.846,0.987,29561,47871,10306,4507,62659,1955,3521,8620,165,1590,11,59.33,10,11.3,345,17,0.2941176,0.1764706,0.1764706,0,0,0.1176471,0.2352941,0,0,0,9,"0","0",0,"0","0","Y"
"https://www.huffingtonpost.com/entry/bettina-rodriguez-aguilera-abduction_us_59e56da1e4b0ca9f483a35c7",0,"GOP Congressional Candidate Says She Was Abducted By Jesus-Like Aliens",85315,87669,83789,13051,51369,1.063,1.052,1.29,1.323,39114,39041,9514,8243,39446,2581,11548,15626,1528,10841,89,62.17,8.9,11.9,349,20,0.07692308,0.3846154,0,0,0,0.3076923,0.1538462,0,0.07692308,0,994,"0","1",19,"1","1","N"
"https://www.huffingtonpost.com/entry/roy-more-voter-fraud_us_5a30ad1be4b01bdd7658579e",1,"Roy Moore Supporters Start Crying Voter Fraud Immediately After Doug Jones Wins",66905,87665,117929,13167,48522,1.057,1.1,1.623,1.993,48977,29994,8694,5202,42764,1713,18574,6682,2231,10430,64,54.42,9.8,12,387,23,0.1818182,0.1363636,0.09090909,0.04545455,0,0.3636364,0.09090909,0.04545455,0.04545455,0,349,"0","0",7,"1","1","Y"
"http://www.huffingtonpost.com/entry/jeff-sessions-donald-trump-interview_us_5970c00be4b062ea5f902659",0,"Jeff Sessions Brushes Off Resignation Rumors After Scathing Trump Interview",81673,87637,72755,10636,64956,1.08,1.086,1.297,0.92,49982,31001,6654,4888,68686,594,3125,2836,406,2276,45,51.89,10.8,13.1,501,26,0.2083333,0.4166667,0,0,0,0.04166667,0.25,0.08333333,0,0,0,"0","0",3,"0","1","N"
"https://www.huffingtonpost.com/entry/richard-painter-trump-no-empathy_us_59e88313e4b08f9f9edd0561",1,"Bush Ethics Chief: Trump Has 'No Empathy' For Fallen Soldiers' Families",80433,87537,95878,10250,64820,1.082,1.09,1.157,1.287,53969,26697,6871,1476,67901,907,2040,5800,958,4555,136,65.01,7.8,10,368,25,0.25,0.5,0.1666667,0,0,0.08333333,0,0,0,0,17,"0","0",12,"0","1","Y"
"http://www.huffingtonpost.com/entry/daily-stormer-go-daddy-cloudflare-google-free-speech_us_5996ed9fe4b0a2608a6bce3c",1,"People Cheer Companies Kicking Nazis Off The Internet. But Who's Next?",78067,87525,105766,13239,53729,1.083,1.14,1.437,1.62,35391,43688,8446,1009,58195,3759,5150,9971,1807,8518,91,56.18,11.2,13.5,1450,62,0.2469136,0.2469136,0.2592593,0.01234568,0.01234568,0.1234568,0.07407407,0.01234568,0,0.01234568,55,"1","1",91,"1","1","Y"
"http://www.huffingtonpost.com/entry/marijuana-company-buys-nipton-california_us_5985e9bce4b041356ec00bbd",1,"Marijuana Company Buys Entire California Town",79431,87477,69611,14285,39932,1.086,1.11,1.155,1.303,30489,47405,9583,8057,40006,2468,7343,23153,974,12191,44,51.38,11,12.9,357,18,0.06666667,0,0.1333333,0,0,0.2666667,0.3333333,0.2,0,0,15,"1","0",69,"1","0","Y"
"http://www.huffingtonpost.com/entry/scott-pruitt-spending-epa_us_59cc2a95e4b05063fe0ef9b3",1,"Here's All The Expensive Nonsense Trump's EPA Chief Is Wasting Your Taxes On",77046,87213,106748,12055,53453,1.083,1.092,1.428,1.656,35671,39873,11669,3019,49254,2170,6556,6857,10670,7592,2154,46.81,12.8,14.2,730,30,0.05555556,0.5,0.05555556,0,0,0.2777778,0.1111111,0,0,0,367,"1","1",51,"1","1","Y"
"https://www.huffingtonpost.com/entry/alcee-hastings-sexual-harassment-suit_us_5a2b39d2e4b073789f6a01bc",1,"Report: Taxpayers Forked Out $220,000 To Settle Sex Harassment Suit Against Florida Rep",38432,87102,33547,6383,27279,1.062,1.079,0.877,1.036,65236,16090,5776,1176,24706,254,48355,5793,1783,2241,78,59.19,8,11.1,374,31,0.25,0.5833333,0,0,0,0,0,0.1666667,0,0,2,"0","0",0,"0","0","Y"
"http://www.huffingtonpost.com/entry/rex-tillerson-north-korea_us_598aefdee4b0a66b8baff2e6",1,"Tillerson Scrambles To Defuse North Korea Tension As Trump Brags About U.S. Nuclear Power",77519,87090,83829,10334,57441,1.132,1.126,1.185,1.239,46052,33860,7178,2758,61695,1806,4560,8257,969,4608,71,59.94,9.8,12.1,414,21,0.1363636,0.5909091,0.04545455,0,0,0.04545455,0.1818182,0,0,0,30,"0","0",7,"1","1","Y"
"http://www.huffingtonpost.com/entry/google-facebook-las-vegas-shooting-conspiracy-theories_us_59d25a80e4b06791bb120937",1,"Google And Facebook Amplify Far-Right Disinformation Campaigns After Las Vegas Shooting",82958,86775,92986,19138,37053,1.088,1.083,1.42,1.811,32732,47652,6391,19443,25164,1956,5499,27141,1099,10588,63,48.84,12,13.2,982,44,0.3090909,0.2363636,0.1090909,0,0,0.1636364,0.1636364,0.01818182,0,0,13,"1","1",108,"1","1","Y"
"http://www.huffingtonpost.com/entry/twitter-russia-botnet-election-hack-investigation_us_59cd6136e4b05f005d33242b",1,"Lawmakers Lambast Twitter Over Lackluster Probe Into Russian-Linked Accounts",83596,86608,68857,9123,73986,1.12,1.039,0.796,0.846,39645,35780,11183,772,76803,348,2973,125,66,470,58,50.06,11.5,13.1,571,27,0.2272727,0.3181818,0.09090909,0,0,0.2272727,0.1363636,0,0,0,2,"1","0",13,"1","0","Y"
"http://www.huffingtonpost.com/entry/senate-health-care-bill-could-die_us_5967f0ade4b0d6341fe7be7c",1,"The Senate Health Care Bill Could Die At Any Moment ― But It Hasn't Yet",75550,86600,116131,12943,61041,1.058,1.156,1.281,1.626,43246,33791,9563,1524,61636,653,11916,796,2267,1526,151,56.49,11.1,13,1133,49,0.2,0.15,0.1,0,0,0.175,0.25,0.1,0.025,0,21,"0","0",5,"0","1","Y"
"https://www.huffingtonpost.com/entry/how-roy-moores-open-secret-stayed-secret-for-so-long_us_5a159963e4b03dec82497e02",1,"Even Lawyers And Cops Knew About Roy Moore’s Behavior. Why Didn’t They Do Anything?",76420,86396,146142,11862,51421,1.091,1.136,2,2.433,35221,42506,8669,2987,44791,6255,8325,12380,2796,14144,325,73.47,6.7,10,1190,81,0.1333333,0.2666667,0.1111111,0.02222222,0,0.1333333,0.2666667,0.06666667,0,0,72,"1","1",85,"1","1","Y"
"http://www.huffingtonpost.com/entry/free-press-act-himes_us_5967e30ae4b0d6341fe7b0ba",0,"New Bill Aims To Prevent White House From Dodging The Free Press",80913,86389,48902,7737,34145,1.045,1.06,1.498,1.088,21854,55463,9072,424,22475,1472,6153,47435,2247,60487,191,51.28,11.1,13.4,437,22,0.1538462,0.2307692,0.07692308,0,0,0.1538462,0.3846154,0,0,0,1051,"0","1",128,"1","1","N"
"http://www.huffingtonpost.com/entry/donald-trump-jr-russian-lawyer_us_5964b824e4b005b0fdc825fa",0,"Russian Lawyer: Donald Trump Jr. Wanted Dirt 'So Badly'",77723,86305,142460,10495,66259,1.07,1.095,1.919,1.816,59984,20085,6236,1097,73254,666,2445,895,332,1232,28,60.35,9.6,12.1,560,29,0.1,0.3,0.2,0,0,0.4,0,0,0,0,16,"0","1",26,"0","1","N"
"https://www.huffingtonpost.com/entry/doug-jones-roy-moore-black-voters_us_5a296220e4b0b185e539def4",1,"Doug Jones Is Counting On Black Voters. They Don't Sound Too Inspired.",42709,86247,55779,6800,25829,1.097,1.154,1.465,1.777,56586,24991,4670,3420,22431,2278,40662,8046,2496,6332,141,72.26,7.1,9.8,1602,101,0.0877193,0.1052632,0.1403509,0,0,0.2631579,0.1754386,0.05263158,0.1754386,0,18,"0","0",5,"1","1","Y"
"http://www.huffingtonpost.com/entry/national-hurricane-center-tropical-storm-don_us_596d8857e4b010d77673490e",0,"Did The National Hurricane Center Just Troll President Trump?",78640,86189,54003,8419,39429,1.098,1.078,0.963,1.17,28577,49556,8056,2185,27246,1215,9011,39609,1224,9767,20,49.55,11.7,13.3,151,7,0,0,0,0,0,1,0,0,0,0,68,"0","1",2,"0","1","N"
"https://www.huffingtonpost.com/entry/john-kelly-women-sacred-humans_us_59e91025e4b0df10767be25e",1,"John Kelly Is Sad Women Are No Longer 'Sacred.' Women Are Not That Sad.",82701,86150,53671,11466,34419,1.006,1.111,0.99,1.228,24160,54705,7285,4755,20924,592,4500,45334,2914,56207,339,57.81,10.6,11.7,632,29,0.1304348,0.2173913,0.173913,0.04347826,0,0.2173913,0.173913,0.04347826,0,0,87,"0","1",8,"1","1","Y"
"http://www.huffingtonpost.com/entry/jared-kushner-tech-summit-opengov_us_5968e7bae4b03389bb16e7b4",1,"Kushner-Linked Startup Got Exclusive Invite To Meet Top Tech CEOs At White House",77458,85946,97835,10728,53554,1.089,1.107,1.156,1.572,40015,34462,11469,3728,55108,662,4318,13410,781,5344,114,39.47,13.5,15.7,556,24,0.05,0.4,0.05,0,0,0.15,0.35,0,0,0,13,"1","1",52,"1","1","Y"
"https://www.huffingtonpost.com/entry/more-than-50-alabama-pastors-are-publicly-supporting-roy-moore_us_5a09fb51e4b0bc648a0d1e0c",1,"Roy Moore's Wife Appears To Recycle Old Endorsement From Alabama Pastors",81446,85943,66906,14261,37770,1.041,1.094,0.94,1.41,37223,41072,7648,7485,26900,4566,4364,14518,20873,20619,726,56.08,11.3,13,565,24,0.0952381,0.2857143,0,0.04761905,0,0.2380952,0.3333333,0,0,0,114,"0","1",52,"0","1","Y"
"https://www.huffingtonpost.com/entry/burn-my-maga-hat_us_59bb4dc9e4b0edff971ac966",0,"Angry Right-Wingers Turn On Trump, Burn Their 'Make America Great Again' Hats",75536,85932,51992,21073,50471,1.066,1.154,0.638,0.762,505,85257,170,571,29602,3360,30971,13697,659,2,3,50.46,11.4,12.5,62,3,0,0,0.3333333,0,0,0.6666667,0,0,0,0,1641,"0","1",30,"1","1","N"
"http://www.huffingtonpost.com/entry/rural-hospitals-closure-georgia_us_59c02bf4e4b087fdf5075e38",1,"A Hospital Crisis Is Killing Rural Communities. This State Is 'Ground Zero.'",78851,85855,157422,17191,51970,1.075,1.081,2.202,2.28,58177,12997,14681,1779,47540,1157,14007,13187,1121,10049,1105,52.7,10.5,12.7,2929,158,0.1481481,0.2518519,0.1185185,0,0,0.2,0.2592593,0.02222222,0,0,142,"1","1",1060,"1","1","Y"
"http://www.huffingtonpost.com/entry/terrorism-federal-law-las-vegas-shooting_us_59d26166e4b06791bb121828",1,"Here's Why Authorities Aren't Calling The Las Vegas Massacre An Act Of Terrorism",81722,85832,57628,11613,31568,1.081,1.088,1.271,1.335,27597,53242,4993,15282,27258,1889,3776,28426,3099,4875,41,51.68,10.9,14.1,409,21,0.1666667,0.375,0.2916667,0,0,0,0.1666667,0,0,0,18,"1","1",16,"1","1","Y"
"https://www.huffingtonpost.com/entry/donald-trump-federal-reserve-offset-tax-cuts_us_5a2076cae4b03350e0b55f99",1,"How The Federal Reserve Could Rain On Trump's Tax Cut Parade",79020,85783,100300,11542,63215,1.079,1.094,1.328,1.349,34834,39762,11187,3759,66638,1235,2525,1498,1098,994,37,53.24,12.4,14.7,1184,45,0.3150685,0.1643836,0.02739726,0,0,0.1780822,0.3150685,0,0,0,4,"0","1",1,"1","0","Y"
"https://www.huffingtonpost.com/entry/trump-voters-weinstein-poll_us_59ea11c9e4b0f9d35bca3fd9",1,"Trump Voters Believe Sex Allegations Against Weinstein, But Not Against Trump",75800,85557,59965,13940,53260,1.089,1.148,0.725,0.936,34472,42943,8142,2032,56170,789,4858,11687,3065,44990,731,45.56,11.2,13.9,344,20,0.1,0.9,0,0,0,0,0,0,0,0,413,"1","0",45,"1","1","Y"
"http://www.huffingtonpost.com/entry/trump-strange-moore-alabama_us_59be8ecbe4b0edff971ccdd5",0,"Donald Trump To Campaign For Luther Strange In Alabama",78817,85471,47586,11604,64374,1.098,1.062,0.588,0.628,38626,37645,9200,3691,69505,1404,3860,1403,114,636,26,59.64,9.9,12.1,380,19,0.3529412,0.1764706,0,0,0,0.05882353,0.4117647,0,0,0,17,"0","0",0,"0","0","N"
"http://www.huffingtonpost.com/entry/democrats-flip-two-gop-held-legislature-seat_us_59cba7c4e4b053a9c2f56568",1,"Democrats Flip Two More GOP-Held State Legislature Seats",77476,85433,72522,10795,49058,1.047,1.116,1.096,1.207,34441,44135,6857,1649,52327,2823,3702,17372,1225,46795,145,50.16,11.5,13.4,568,27,0.1935484,0.1290323,0.1290323,0,0,0.2258065,0.1612903,0.06451613,0.09677419,0,65,"1","1",40,"1","1","Y"
"https://www.huffingtonpost.com/entry/ed-lee-dead-san-fransisco-mayor_us_5a2fb200e4b01598ac47c653",1,"San Francisco Mayor Ed Lee Dies At 65",70775,85390,36237,13904,43139,1.108,1.109,0.591,0.656,40994,37264,7132,6164,36079,3916,15963,9552,1802,4743,71,53.61,10.2,13,793,45,0.1944444,0.2777778,0.05555556,0,0,0.1388889,0.25,0.08333333,0,0,2,"1","0",3,"1","1","Y"
"https://www.huffingtonpost.com/entry/billy-bush-colbert-donald-trump_us_5a2614ebe4b086e4e503ffbe",0,"Billy Bush Slams Trump Over Tape Denials, Says 'Enough's Enough'",48282,85322,35661,7060,30519,1.039,1.11,0.869,0.966,54737,25734,4851,1552,28881,2307,34600,10885,641,8193,27,67.28,9,11.7,271,13,0.09090909,0.3636364,0,0,0,0.09090909,0.3636364,0,0.09090909,0,11,"0","1",3,"1","1","N"
"https://www.huffingtonpost.com/entry/white-evangelicals-voted-en-masse-for-roy-moore-in-alabama-to-no-ones-surprise_us_5a314abee4b01bdd7659366c",1,"White Evangelicals Voted En Masse For Roy Moore In Alabama, To No One's Surprise",43769,85215,74681,6633,31210,1.147,1.188,1.785,2.006,54584,24943,5688,3742,31333,1252,35756,5544,198,10734,50,50.46,11.4,13.4,995,48,0.08163265,0.2857143,0.04081633,0,0,0.1836735,0.3061224,0.08163265,0.02040816,0,35,"0","1",47,"1","1","Y"
"https://www.huffingtonpost.com/entry/donald-trump-wonderful-las-vegas_us_59d60f54e4b0380b6c9a77a8",0,"Donald Trump Apparently Thinks Meeting Mass Shooting Victims Is 'Wonderful'",78749,85163,70386,9336,40381,1.067,1.071,1.373,1.402,28709,49649,6805,3904,34019,4100,4782,29047,3848,12009,95,64.1,8.2,10.6,156,10,0.2,0.5,0.2,0,0,0.1,0,0,0,0,28,"1","1",23,"1","1","N"
"http://www.huffingtonpost.com/entry/white-house-communications-director_us_59821138e4b02b36343fbbb9",0,"Hope Hicks Named White House Communications Director",78779,85145,61446,14904,54407,1.07,1.087,0.929,0.866,45030,34862,5253,2755,51183,11339,5590,8567,280,2718,26,51.07,11.1,13.6,442,22,0.25,0.3333333,0,0,0,0.08333333,0.3333333,0,0,0,7,"0","0",0,"0","0","N"
"https://www.huffingtonpost.com/entry/tillerson-diplomacy-with-north-korea-will-continue-until-the-first-bomb-drops_us_59e3730ce4b0a52aca188dc4",0,"Tillerson: Diplomacy With North Korea Will Continue 'Until The First Bomb Drops'",71292,85090,49043,15435,46499,1.092,1.164,0.709,0.779,34913,42179,7998,5160,45726,1518,10947,13191,511,4842,77,59.74,9.9,12.8,299,15,0.1538462,0.3076923,0,0,0,0.3076923,0.2307692,0,0,0,73,"1","1",111,"1","1","N"
"https://www.huffingtonpost.com/entry/danica-roem-wins-first-transgender-lawmaker_us_5a025909e4b06ff32c944693",1,"Virginia Elects Its First Openly Transgender State Lawmaker",77270,84987,39915,11901,45890,1.149,1.112,0.686,0.692,24650,51492,8845,3196,41534,2158,5876,20862,1842,76509,220,41.8,12.6,14.1,335,16,0.1666667,0.1666667,0,0,0,0.1666667,0.2777778,0.1666667,0.05555556,0,24,"1","1",29,"1","1","Y"
"https://www.huffingtonpost.com/entry/white-americans-discrimination-poll-npr_us_59f03071e4b04917c594209a",1,"Majority Of White Americans Believe White People Face Discrimination",75679,84985,61000,15868,40569,1.031,1.161,0.946,1.118,34462,45329,5194,3750,35870,5473,4935,25098,1933,36576,136,52.9,10.4,13.3,385,21,0.2222222,0.1111111,0.1111111,0,0,0.2222222,0.3333333,0,0,0,63,"1","1",25,"1","1","Y"
"https://www.huffingtonpost.com/entry/trump-voter-fraud-commissioner-lawsuit_us_5a046ec8e4b03deac08baf8b",1,"Voter Fraud Commissioner Is Suing The Panel Trump Tapped Him To Serve On",80175,84972,62084,10290,66368,1.086,1.064,0.8,0.807,44799,32311,7862,2622,62640,1305,3594,696,944,894,63,42.61,12.3,14.4,704,35,0.1219512,0.6585366,0.02439024,0.02439024,0,0.07317073,0.09756098,0,0,0,2,"0","1",5,"0","1","Y"
